timestamp,entry_id,temperature,rh,voltage
2022-08-19T21:51:57Z,2746,21,47,
2022-08-19T21:56:57Z,2747,21,47,
2022-08-19T22:06:55Z,2748,21,47,34
2022-08-19T22:11:55Z,2749,21,47,
2022-08-19T22:16:54Z,2750,21,47,
2022-08-19T22:21:54Z,2751,21,47,
2022-08-19T22:26:53Z,2752,21,47,
2022-08-19T22:31:53Z,2753,21,47,
2022-08-19T22:36:52Z,2754,21,47,
2022-08-19T22:41:52Z,2755,21,47,
2022-08-19T22:46:51Z,2756,21,47,
2022-08-19T22:51:51Z,2757,21,47,
2022-08-19T22:56:51Z,2758,21,47,
2022-08-19T23:06:50Z,2759,21,47,34
2022-08-19T23:11:49Z,2760,21,47,
2022-08-19T23:16:49Z,2761,21,47,
2022-08-19T23:21:48Z,2762,21,47,
2022-08-19T23:26:48Z,2763,21,47,
2022-08-19T23:31:47Z,2764,21,47,
2022-08-19T23:36:47Z,2765,21,47,
2022-08-19T23:41:46Z,2766,21,47,
2022-08-19T23:46:46Z,2767,21,47,
2022-08-19T23:51:45Z,2768,21,46,
2022-08-19T23:56:45Z,2769,21,46,
2022-08-20T00:06:43Z,2770,21,47,34
2022-08-20T00:11:43Z,2771,21,47,
2022-08-20T00:16:42Z,2772,21,47,
2022-08-20T00:21:42Z,2773,21,46,
2022-08-20T00:26:41Z,2774,21,47,
2022-08-20T00:31:41Z,2775,21,47,
2022-08-20T00:36:40Z,2776,21,47,
2022-08-20T00:41:41Z,2777,21,47,
2022-08-20T00:46:39Z,2778,21,47,
2022-08-20T00:51:40Z,2779,21,47,
2022-08-20T00:56:39Z,2780,21,47,
2022-08-20T01:06:38Z,2781,21,47,34
2022-08-20T01:11:37Z,2782,21,46,
2022-08-20T01:16:37Z,2783,21,46,
2022-08-20T01:21:36Z,2784,21,46,
2022-08-20T01:26:36Z,2785,21,46,
2022-08-20T01:31:35Z,2786,21,46,
2022-08-20T01:36:35Z,2787,21,46,
2022-08-20T01:41:34Z,2788,21,46,
2022-08-20T01:46:34Z,2789,21,46,
2022-08-20T01:51:33Z,2790,21,46,
2022-08-20T01:56:33Z,2791,21,46,
2022-08-20T02:06:31Z,2792,21,46,34
2022-08-20T02:11:31Z,2793,21,46,
2022-08-20T02:16:31Z,2794,21,46,
2022-08-20T02:21:30Z,2795,21,46,
2022-08-20T02:26:30Z,2796,21,46,
2022-08-20T02:31:30Z,2797,21,46,
